mediSpanDrug,mediSpanDisease
medispan:C0693092,medispan:C0014173
medispan:C0693405,medispan:C0014173
medispan:C0773969,medispan:C0014173
medispan:C0773970,medispan:C0014173
medispan:C0773971,medispan:C0014173
medispan:C0688452,medispan:C0014175
medispan:C0688453,medispan:C0014175
medispan:C0688454,medispan:C0014175
medispan:C0689331,medispan:C0014175
medispan:C0689798,medispan:C0014175
medispan:C0689808,medispan:C0014175
medispan:C0692990,medispan:C0014175
medispan:C0692991,medispan:C0014175
medispan:C0692992,medispan:C0014175
medispan:C0693092,medispan:C0014175
medispan:C0693405,medispan:C0014175
medispan:C0773969,medispan:C0014175
medispan:C0773970,medispan:C0014175
medispan:C0773971,medispan:C0014175
medispan:C0773978,medispan:C0014175
medispan:C0773993,medispan:C0014175
medispan:C0356691,medispan:C0014175
medispan:C0702650,medispan:C0014175
medispan:C0356239,medispan:C0014179
medispan:C0692264,medispan:C0014179
medispan:C0692746,medispan:C0014179
medispan:C0692747,medispan:C0014179
medispan:C0704847,medispan:C0014236
medispan:C0688943,medispan:C0014335
medispan:C0351070,medispan:C0014335
medispan:C0688415,medispan:C0014335
medispan:C0688766,medispan:C0014356
medispan:C0689837,medispan:C0014356
medispan:C0689838,medispan:C0014356
medispan:C0689841,medispan:C0014356
medispan:C0732139,medispan:C0014356
medispan:C0774475,medispan:C0014356
medispan:C0688768,medispan:C0014356
medispan:C0694194,medispan:C0014356
medispan:C0774477,medispan:C0014356
medispan:C0774478,medispan:C0014356
medispan:C0355262,medispan:C0014394
medispan:C0688481,medispan:C0014394
medispan:C0689181,medispan:C0014394
medispan:C0689184,medispan:C0014394
medispan:C0689185,medispan:C0014394
medispan:C0689186,medispan:C0014394
medispan:C0689187,medispan:C0014394
medispan:C0689188,medispan:C0014394
medispan:C0693480,medispan:C0014394
medispan:C0704670,medispan:C0014394
medispan:C0704671,medispan:C0014394
medispan:C0692879,medispan:C0014457
medispan:C0689837,medispan:C0014534
medispan:C0689838,medispan:C0014534
medispan:C0689841,medispan:C0014534
medispan:C0704832,medispan:C0014534
medispan:C0353607,medispan:C0014544
medispan:C0353608,medispan:C0014544
medispan:C0353657,medispan:C0014544
medispan:C0355032,medispan:C0014544
medispan:C0355708,medispan:C0014544
medispan:C0355713,medispan:C0014544
medispan:C0542885,medispan:C0014544
medispan:C0542952,medispan:C0014544
medispan:C0688123,medispan:C0014544
medispan:C0688125,medispan:C0014544
medispan:C0688559,medispan:C0014544
medispan:C0688561,medispan:C0014544
medispan:C0688562,medispan:C0014544
medispan:C0688830,medispan:C0014544
medispan:C0688832,medispan:C0014544
medispan:C0689475,medispan:C0014544
medispan:C0689548,medispan:C0014544
medispan:C0690705,medispan:C0014544
medispan:C0691061,medispan:C0014544
medispan:C0691062,medispan:C0014544
medispan:C0691063,medispan:C0014544
medispan:C0691064,medispan:C0014544
medispan:C0692661,medispan:C0014544
medispan:C0692742,medispan:C0014544
medispan:C0692839,medispan:C0014544
medispan:C0694021,medispan:C0014544
medispan:C0694027,medispan:C0014544
medispan:C0702462,medispan:C0014544
medispan:C0702849,medispan:C0014544
medispan:C0692840,medispan:C0014544
medispan:C0692841,medispan:C0014544
medispan:C0693904,medispan:C0014544
medispan:C0703227,medispan:C0014544
medispan:C0309874,medispan:C0014550
medispan:C0355708,medispan:C0014550
medispan:C0688373,medispan:C0014550
medispan:C0688374,medispan:C0014550
medispan:C0688375,medispan:C0014550
medispan:C0690132,medispan:C0014550
medispan:C0690705,medispan:C0014550
medispan:C0704895,medispan:C0014550
medispan:C0351070,medispan:C0014550
medispan:C0688415,medispan:C0014550
medispan:C0356432,medispan:C0014742
medispan:C0356459,medispan:C0014742
medispan:C0356471,medispan:C0014742
medispan:C0356472,medispan:C0014742
medispan:C0688416,medispan:C0014742
medispan:C0688417,medispan:C0014742
medispan:C0688418,medispan:C0014742
medispan:C0688489,medispan:C0014742
medispan:C0688490,medispan:C0014742
medispan:C0688492,medispan:C0014742
medispan:C0688493,medispan:C0014742
medispan:C0688495,medispan:C0014742
medispan:C0688496,medispan:C0014742
medispan:C0688497,medispan:C0014742
medispan:C0688498,medispan:C0014742
medispan:C0688502,medispan:C0014742
medispan:C0689112,medispan:C0014742
medispan:C0689115,medispan:C0014742
medispan:C0689119,medispan:C0014742
medispan:C0689573,medispan:C0014742
medispan:C0689574,medispan:C0014742
medispan:C0689575,medispan:C0014742
medispan:C0689576,medispan:C0014742
medispan:C0689577,medispan:C0014742
medispan:C0690106,medispan:C0014742
medispan:C0690120,medispan:C0014742
medispan:C0690121,medispan:C0014742
medispan:C0690123,medispan:C0014742
medispan:C0690124,medispan:C0014742
medispan:C0690128,medispan:C0014742
medispan:C0690616,medispan:C0014742
medispan:C0690617,medispan:C0014742
medispan:C0690618,medispan:C0014742
medispan:C0690619,medispan:C0014742
medispan:C0692774,medispan:C0014742
medispan:C0693413,medispan:C0014742
medispan:C0693711,medispan:C0014742
medispan:C0705898,medispan:C0014742
medispan:C0707528,medispan:C0014742
medispan:C0351070,medispan:C0014742
medispan:C0688415,medispan:C0014742
medispan:C0689572,medispan:C0014742
medispan:C0689204,medispan:C0014743
medispan:C0689206,medispan:C0014743
medispan:C0689207,medispan:C0014743
medispan:C0693086,medispan:C0014743
medispan:C0688453,medispan:C0016034
medispan:C0688454,medispan:C0016034
medispan:C0350230,medispan:C0016053
medispan:C0353487,medispan:C0016053
medispan:C0353624,medispan:C0016053
medispan:C0354620,medispan:C0016053
medispan:C0354623,medispan:C0016053
medispan:C0355435,medispan:C0016053
medispan:C0356432,medispan:C0016053
medispan:C0687931,medispan:C0016053
medispan:C0688426,medispan:C0016053
medispan:C0688502,medispan:C0016053
medispan:C0691130,medispan:C0016053
medispan:C0691132,medispan:C0016053
medispan:C0691133,medispan:C0016053
medispan:C0691136,medispan:C0016053
medispan:C0691137,medispan:C0016053
medispan:C0691142,medispan:C0016053
medispan:C0691144,medispan:C0016053
medispan:C0691147,medispan:C0016053
medispan:C0691152,medispan:C0016053
medispan:C0692694,medispan:C0016053
medispan:C0704929,medispan:C0016053
medispan:C0714615,medispan:C0016053
medispan:C0691131,medispan:C0016053
medispan:C0691138,medispan:C0016053
medispan:C0691139,medispan:C0016053
medispan:C0691143,medispan:C0016053
medispan:C0691146,medispan:C0016053
medispan:C0691149,medispan:C0016053
medispan:C0692316,medispan:C0016053
medispan:C0704963,medispan:C0016053
medispan:C0774350,medispan:C0016053
medispan:C0692879,medispan:C0016085
medispan:C0691451,medispan:C0016412
medispan:C0691452,medispan:C0016412
medispan:C0692737,medispan:C0016412
medispan:C0694388,medispan:C0016412
medispan:C0773592,medispan:C0016412
medispan:C0688935,medispan:C0016412
medispan:C0688955,medispan:C0016867
medispan:C0690934,medispan:C0016867
medispan:C0355936,medispan:C0017152
medispan:C0355935,medispan:C0017152
medispan:C0355945,medispan:C0017152
medispan:C0689810,medispan:C0017160
medispan:C0732139,medispan:C0017160
medispan:C0353849,medispan:C0017168
medispan:C0355390,medispan:C0017168
medispan:C0688331,medispan:C0017168
medispan:C0688332,medispan:C0017168
medispan:C0688333,medispan:C0017168
medispan:C0688334,medispan:C0017168
medispan:C0688845,medispan:C0017168
medispan:C0688846,medispan:C0017168
medispan:C0689796,medispan:C0017168
medispan:C0689843,medispan:C0017168
medispan:C0690276,medispan:C0017168
medispan:C0690278,medispan:C0017168
medispan:C0690280,medispan:C0017168
medispan:C0690281,medispan:C0017168
medispan:C0690779,medispan:C0017168
medispan:C0690780,medispan:C0017168
medispan:C0692241,medispan:C0017168
medispan:C0692360,medispan:C0017168
medispan:C0692418,medispan:C0017168
medispan:C0692730,medispan:C0017168
medispan:C0693367,medispan:C0017168
medispan:C0694331,medispan:C0017168
medispan:C0702906,medispan:C0017168
medispan:C0715695,medispan:C0017168
medispan:C0689810,medispan:C0017178
medispan:C0732139,medispan:C0017178
medispan:C0356239,medispan:C0017536
medispan:C0688943,medispan:C0017536
medispan:C0689225,medispan:C0017536
medispan:C0689226,medispan:C0017536
medispan:C0692264,medispan:C0017536
medispan:C0692746,medispan:C0017536
medispan:C0692747,medispan:C0017536
medispan:C0693045,medispan:C0017536
medispan:C0688686,medispan:C0017575
medispan:C0689631,medispan:C0017575
medispan:C0689633,medispan:C0017575
medispan:C0689919,medispan:C0017575
medispan:C0689921,medispan:C0017575
medispan:C0690468,medispan:C0017575
medispan:C0690469,medispan:C0017575
medispan:C0690472,medispan:C0017575
medispan:C0692180,medispan:C0017575
medispan:C0692181,medispan:C0017575
medispan:C0693705,medispan:C0017575
medispan:C0708686,medispan:C0017575
medispan:C0708688,medispan:C0017575
medispan:C0356432,medispan:C0017577
medispan:C0688416,medispan:C0017577
medispan:C0688417,medispan:C0017577
medispan:C0688418,medispan:C0017577
medispan:C0688489,medispan:C0017577
medispan:C0688490,medispan:C0017577
medispan:C0688492,medispan:C0017577
medispan:C0688493,medispan:C0017577
medispan:C0688495,medispan:C0017577
medispan:C0688496,medispan:C0017577
medispan:C0688497,medispan:C0017577
medispan:C0688498,medispan:C0017577
medispan:C0688502,medispan:C0017577
medispan:C0689112,medispan:C0017577
medispan:C0689115,medispan:C0017577
medispan:C0689119,medispan:C0017577
medispan:C0690616,medispan:C0017577
medispan:C0690617,medispan:C0017577
medispan:C0690618,medispan:C0017577
medispan:C0690619,medispan:C0017577
medispan:C0707528,medispan:C0017577
medispan:C0358763,medispan:C0017612
medispan:C0542683,medispan:C0017612
medispan:C0690582,medispan:C0017612
medispan:C0687962,medispan:C0017658
medispan:C0692728,medispan:C0017658
medispan:C0356347,medispan:C0018013
medispan:C0356405,medispan:C0018021
medispan:C0355936,medispan:C0018081
medispan:C0543395,medispan:C0018081
medispan:C0687967,medispan:C0018081
medispan:C0688170,medispan:C0018081
medispan:C0688171,medispan:C0018081
medispan:C0688686,medispan:C0018081
medispan:C0688766,medispan:C0018081
medispan:C0689810,medispan:C0018081
medispan:C0690468,medispan:C0018081
medispan:C0690469,medispan:C0018081
medispan:C0690472,medispan:C0018081
medispan:C0690673,medispan:C0018081
medispan:C0690675,medispan:C0018081
medispan:C0692180,medispan:C0018081
medispan:C0692181,medispan:C0018081
medispan:C0732139,medispan:C0018081
medispan:C0355935,medispan:C0018081
medispan:C0355945,medispan:C0018081
medispan:C0688768,medispan:C0018081
medispan:C0690928,medispan:C0018081
medispan:C0690929,medispan:C0018081
medispan:C0704832,medispan:C0018081
medispan:C0705042,medispan:C0018081
medispan:C0705047,medispan:C0018081
medispan:C0357438,medispan:C0018099
medispan:C0543092,medispan:C0018099
medispan:C0689172,medispan:C0018099
medispan:C0689173,medispan:C0018099
medispan:C0689174,medispan:C0018099
medispan:C0689175,medispan:C0018099
medispan:C0689442,medispan:C0018099
medispan:C0689443,medispan:C0018099
medispan:C0689451,medispan:C0018099
medispan:C0690134,medispan:C0018099
medispan:C0356432,medispan:C0018129
medispan:C0356459,medispan:C0018129
medispan:C0356471,medispan:C0018129
medispan:C0356472,medispan:C0018129
medispan:C0687962,medispan:C0018129
medispan:C0688416,medispan:C0018129
medispan:C0688417,medispan:C0018129
medispan:C0688418,medispan:C0018129
medispan:C0688435,medispan:C0018129
medispan:C0688436,medispan:C0018129
medispan:C0688441,medispan:C0018129
medispan:C0688489,medispan:C0018129
medispan:C0688490,medispan:C0018129
medispan:C0688492,medispan:C0018129
medispan:C0688493,medispan:C0018129
medispan:C0688495,medispan:C0018129
medispan:C0688496,medispan:C0018129
medispan:C0688497,medispan:C0018129
medispan:C0688498,medispan:C0018129
medispan:C0688502,medispan:C0018129
medispan:C0689112,medispan:C0018129
medispan:C0689115,medispan:C0018129
medispan:C0689119,medispan:C0018129
medispan:C0689573,medispan:C0018129
medispan:C0689574,medispan:C0018129
medispan:C0689575,medispan:C0018129
medispan:C0689576,medispan:C0018129
medispan:C0689577,medispan:C0018129
medispan:C0690106,medispan:C0018129
medispan:C0690120,medispan:C0018129
medispan:C0690121,medispan:C0018129
medispan:C0690123,medispan:C0018129
medispan:C0690124,medispan:C0018129
medispan:C0690128,medispan:C0018129
medispan:C0690616,medispan:C0018129
medispan:C0690617,medispan:C0018129
medispan:C0690618,medispan:C0018129
medispan:C0690619,medispan:C0018129
medispan:C0690859,medispan:C0018129
medispan:C0690860,medispan:C0018129
medispan:C0690861,medispan:C0018129
medispan:C0692278,medispan:C0018129
medispan:C0692728,medispan:C0018129
medispan:C0692774,medispan:C0018129
medispan:C0689266,medispan:C0018794
medispan:C0595602,medispan:C0018801
medispan:C0693534,medispan:C0018801
medispan:C0693630,medispan:C0018801
medispan:C0693822,medispan:C0018801
medispan:C0693823,medispan:C0018801
medispan:C0693824,medispan:C0018801
medispan:C0693825,medispan:C0018801
medispan:C0702304,medispan:C0018801
medispan:C0705854,medispan:C0018801
medispan:C0690797,medispan:C0018801
medispan:C0690798,medispan:C0018801
medispan:C0354080,medispan:C0018802
medispan:C0354388,medispan:C0018802
medispan:C0354489,medispan:C0018802
medispan:C0354492,medispan:C0018802
medispan:C0354778,medispan:C0018802
medispan:C0687831,medispan:C0018802
medispan:C0688113,medispan:C0018802
medispan:C0688114,medispan:C0018802
medispan:C0688115,medispan:C0018802
medispan:C0688116,medispan:C0018802
medispan:C0688605,medispan:C0018802
medispan:C0688606,medispan:C0018802
medispan:C0689067,medispan:C0018802
medispan:C0689068,medispan:C0018802
medispan:C0689275,medispan:C0018802
medispan:C0689277,medispan:C0018802
medispan:C0689278,medispan:C0018802
medispan:C0689280,medispan:C0018802
medispan:C0689283,medispan:C0018802
medispan:C0689376,medispan:C0018802
medispan:C0689378,medispan:C0018802
medispan:C0689379,medispan:C0018802
medispan:C0689380,medispan:C0018802
medispan:C0690101,medispan:C0018802
medispan:C0690272,medispan:C0018802
medispan:C0690273,medispan:C0018802
medispan:C0690395,medispan:C0018802
medispan:C0690397,medispan:C0018802
medispan:C0693362,medispan:C0018802
medispan:C0693452,medispan:C0018802
medispan:C0693453,medispan:C0018802
medispan:C0693454,medispan:C0018802
medispan:C0693455,medispan:C0018802
medispan:C0703522,medispan:C0018802
medispan:C0703541,medispan:C0018802
medispan:C0705982,medispan:C0018802
medispan:C0708029,medispan:C0018802
medispan:C0772508,medispan:C0018802
medispan:C0772509,medispan:C0018802
medispan:C0689266,medispan:C0018802
medispan:C0772515,medispan:C0018802
medispan:C0702488,medispan:C0018808
medispan:C0688035,medispan:C0018834
medispan:C0692903,medispan:C0018834
medispan:C0774430,medispan:C0018834
medispan:C0356432,medispan:C0018916
medispan:C0688416,medispan:C0018916
medispan:C0688417,medispan:C0018916
medispan:C0688418,medispan:C0018916
medispan:C0688489,medispan:C0018916
medispan:C0688490,medispan:C0018916
medispan:C0688492,medispan:C0018916
medispan:C0688493,medispan:C0018916
medispan:C0688495,medispan:C0018916
medispan:C0688496,medispan:C0018916
medispan:C0688497,medispan:C0018916
medispan:C0688498,medispan:C0018916
medispan:C0688502,medispan:C0018916
medispan:C0689112,medispan:C0018916
medispan:C0689115,medispan:C0018916
medispan:C0689119,medispan:C0018916
medispan:C0690616,medispan:C0018916
medispan:C0690617,medispan:C0018916
medispan:C0690618,medispan:C0018916
medispan:C0690619,medispan:C0018916
medispan:C0707528,medispan:C0018916
medispan:C0356432,medispan:C0019054
medispan:C0688416,medispan:C0019054
medispan:C0688417,medispan:C0019054
medispan:C0688418,medispan:C0019054
medispan:C0688489,medispan:C0019054
medispan:C0688490,medispan:C0019054
medispan:C0688492,medispan:C0019054
medispan:C0688493,medispan:C0019054
medispan:C0688495,medispan:C0019054
medispan:C0688496,medispan:C0019054
medispan:C0688497,medispan:C0019054
medispan:C0688498,medispan:C0019054
medispan:C0688502,medispan:C0019054
medispan:C0689112,medispan:C0019054
medispan:C0689115,medispan:C0019054
medispan:C0689119,medispan:C0019054
medispan:C0690616,medispan:C0019054
medispan:C0690617,medispan:C0019054
medispan:C0690618,medispan:C0019054
medispan:C0690619,medispan:C0019054
medispan:C0707528,medispan:C0019054
medispan:C0689741,medispan:C0019147
medispan:C0691139,medispan:C0035012
medispan:C0691143,medispan:C0035012
medispan:C0691146,medispan:C0035012
medispan:C0691149,medispan:C0035012
medispan:C0692316,medispan:C0035012
medispan:C0704963,medispan:C0035012
medispan:C0774350,medispan:C0035012
medispan:C0688465,medispan:C0035021
medispan:C0688686,medispan:C0035021
medispan:C0688766,medispan:C0035021
medispan:C0689631,medispan:C0035021
medispan:C0689633,medispan:C0035021
medispan:C0690468,medispan:C0035021
medispan:C0690469,medispan:C0035021
medispan:C0690472,medispan:C0035021
medispan:C0692180,medispan:C0035021
medispan:C0692181,medispan:C0035021
medispan:C0693339,medispan:C0035021
medispan:C0708686,medispan:C0035021
medispan:C0708688,medispan:C0035021
medispan:C0688768,medispan:C0035021
medispan:C0693498,medispan:C0035078
medispan:C0773493,medispan:C0035078
medispan:C0688743,medispan:C0035078
medispan:C0356432,medispan:C0035220
medispan:C0542872,medispan:C0035220
medispan:C0688502,medispan:C0035220
medispan:C0356432,medispan:C0035222
medispan:C0688416,medispan:C0035222
medispan:C0688417,medispan:C0035222
medispan:C0688418,medispan:C0035222
medispan:C0688489,medispan:C0035222
medispan:C0688490,medispan:C0035222
medispan:C0688492,medispan:C0035222
medispan:C0688493,medispan:C0035222
medispan:C0688495,medispan:C0035222
medispan:C0688496,medispan:C0035222
medispan:C0688497,medispan:C0035222
medispan:C0688498,medispan:C0035222
medispan:C0688502,medispan:C0035222
medispan:C0689112,medispan:C0035222
medispan:C0689115,medispan:C0035222
medispan:C0689119,medispan:C0035222
medispan:C0690616,medispan:C0035222
medispan:C0690617,medispan:C0035222
medispan:C0690618,medispan:C0035222
medispan:C0690619,medispan:C0035222
medispan:C0707528,medispan:C0035222
medispan:C0688158,medispan:C0035243
medispan:C0688212,medispan:C0035243
medispan:C0688465,medispan:C0035243
medispan:C0688686,medispan:C0035243
medispan:C0688958,medispan:C0035243
medispan:C0689631,medispan:C0035243
medispan:C0689633,medispan:C0035243
medispan:C0689919,medispan:C0035243
medispan:C0689921,medispan:C0035243
medispan:C0692180,medispan:C0035243
medispan:C0692181,medispan:C0035243
medispan:C0693339,medispan:C0035243
medispan:C0693705,medispan:C0035243
medispan:C0708686,medispan:C0035243
medispan:C0708688,medispan:C0035243
medispan:C0350230,medispan:C0035436
medispan:C0353487,medispan:C0035436
medispan:C0353624,medispan:C0035436
medispan:C0354620,medispan:C0035436
medispan:C0354623,medispan:C0035436
medispan:C0355435,medispan:C0035436
medispan:C0356432,medispan:C0035436
medispan:C0357303,medispan:C0035436
medispan:C0687931,medispan:C0035436
medispan:C0688416,medispan:C0035436
medispan:C0688417,medispan:C0035436
medispan:C0688418,medispan:C0035436
medispan:C0688489,medispan:C0035436
medispan:C0688490,medispan:C0035436
medispan:C0688492,medispan:C0035436
medispan:C0688493,medispan:C0035436
medispan:C0688495,medispan:C0035436
medispan:C0688496,medispan:C0035436
medispan:C0688497,medispan:C0035436
medispan:C0688498,medispan:C0035436
medispan:C0688502,medispan:C0035436
medispan:C0689112,medispan:C0035436
medispan:C0689115,medispan:C0035436
medispan:C0689119,medispan:C0035436
medispan:C0690418,medispan:C0035436
medispan:C0690616,medispan:C0035436
medispan:C0690617,medispan:C0035436
medispan:C0690618,medispan:C0035436
medispan:C0690619,medispan:C0035436
medispan:C0691130,medispan:C0035436
medispan:C0691132,medispan:C0035436
medispan:C0691133,medispan:C0035436
medispan:C0691136,medispan:C0035436
medispan:C0691137,medispan:C0035436
medispan:C0691142,medispan:C0035436
medispan:C0691144,medispan:C0035436
medispan:C0691147,medispan:C0035436
medispan:C0691130,medispan:C0022408
medispan:C0691132,medispan:C0022408
medispan:C0691133,medispan:C0022408
medispan:C0691136,medispan:C0022408
medispan:C0691137,medispan:C0022408
medispan:C0691142,medispan:C0022408
medispan:C0691144,medispan:C0022408
medispan:C0691147,medispan:C0022408
medispan:C0691152,medispan:C0022408
medispan:C0691628,medispan:C0022408
medispan:C0692502,medispan:C0022408
medispan:C0692694,medispan:C0022408
medispan:C0692740,medispan:C0022408
medispan:C0692774,medispan:C0022408
medispan:C0692861,medispan:C0022408
medispan:C0693008,medispan:C0022408
medispan:C0693086,medispan:C0022408
medispan:C0693090,medispan:C0022408
medispan:C0693099,medispan:C0022408
medispan:C0693100,medispan:C0022408
medispan:C0693167,medispan:C0022408
medispan:C0693345,medispan:C0022408
medispan:C0693346,medispan:C0022408
medispan:C0693378,medispan:C0022408
medispan:C0693413,medispan:C0022408
medispan:C0693711,medispan:C0022408
medispan:C0702669,medispan:C0022408
medispan:C0702912,medispan:C0022408
medispan:C0704929,medispan:C0022408
medispan:C0705898,medispan:C0022408
medispan:C0705969,medispan:C0022408
medispan:C0705970,medispan:C0022408
medispan:C0707528,medispan:C0022408
medispan:C0709150,medispan:C0022408
medispan:C0714615,medispan:C0022408
medispan:C0353544,medispan:C0022408
medispan:C0357347,medispan:C0022408
medispan:C0691131,medispan:C0022408
medispan:C0691135,medispan:C0022408
medispan:C0691138,medispan:C0022408
medispan:C0691139,medispan:C0022408
medispan:C0691143,medispan:C0022408
medispan:C0691146,medispan:C0022408
medispan:C0691149,medispan:C0022408
medispan:C0692316,medispan:C0022408
medispan:C0693392,medispan:C0022408
medispan:C0704963,medispan:C0022408
medispan:C0774350,medispan:C0022408
medispan:C0351070,medispan:C0022408
medispan:C0688415,medispan:C0022408
medispan:C0689572,medispan:C0022408
medispan:C0692597,medispan:C0022408
medispan:C0356432,medispan:C0022548
medispan:C0358002,medispan:C0022548
medispan:C0358003,medispan:C0022548
medispan:C0687827,medispan:C0022548
medispan:C0687828,medispan:C0022548
medispan:C0688016,medispan:C0022548
medispan:C0688484,medispan:C0022548
medispan:C0688486,medispan:C0022548
medispan:C0688487,medispan:C0022548
medispan:C0688502,medispan:C0022548
medispan:C0690620,medispan:C0022548
medispan:C0690622,medispan:C0022548
medispan:C0690623,medispan:C0022548
medispan:C0690625,medispan:C0022548
medispan:C0690626,medispan:C0022548
medispan:C0692229,medispan:C0022548
medispan:C0693523,medispan:C0022548
medispan:C0692256,medispan:C0022548
medispan:C0356432,medispan:C0022568
medispan:C0356459,medispan:C0022568
medispan:C0356471,medispan:C0022568
medispan:C0356472,medispan:C0022568
medispan:C0688416,medispan:C0022568
medispan:C0688417,medispan:C0022568
medispan:C0688418,medispan:C0022568
medispan:C0688489,medispan:C0022568
medispan:C0688490,medispan:C0022568
medispan:C0688492,medispan:C0022568
medispan:C0688493,medispan:C0022568
medispan:C0688495,medispan:C0022568
medispan:C0688496,medispan:C0022568
medispan:C0688497,medispan:C0022568
medispan:C0688498,medispan:C0022568
medispan:C0688502,medispan:C0022568
medispan:C0689112,medispan:C0022568
medispan:C0689115,medispan:C0022568
medispan:C0689119,medispan:C0022568
medispan:C0689303,medispan:C0022568
medispan:C0689573,medispan:C0022568
medispan:C0689574,medispan:C0022568
medispan:C0689575,medispan:C0022568
medispan:C0689576,medispan:C0022568
medispan:C0689577,medispan:C0022568
medispan:C0690106,medispan:C0022568
medispan:C0690120,medispan:C0022568
medispan:C0690121,medispan:C0022568
medispan:C0690123,medispan:C0022568
medispan:C0690124,medispan:C0022568
medispan:C0690128,medispan:C0022568
medispan:C0690616,medispan:C0022568
medispan:C0690617,medispan:C0022568
medispan:C0690618,medispan:C0022568
medispan:C0690619,medispan:C0022568
medispan:C0692774,medispan:C0022568
medispan:C0693413,medispan:C0022568
medispan:C0693711,medispan:C0022568
medispan:C0705898,medispan:C0022568
medispan:C0707528,medispan:C0022568
medispan:C0731536,medispan:C0022568
medispan:C0351070,medispan:C0022568
medispan:C0688415,medispan:C0022568
medispan:C0689572,medispan:C0022568
medispan:C0356878,medispan:C0022602
medispan:C0358076,medispan:C0022602
medispan:C0358078,medispan:C0022602
medispan:C0358080,medispan:C0022602
medispan:C0688903,medispan:C0022602
medispan:C0690615,medispan:C0022602
medispan:C0702752,medispan:C0022602
medispan:C0687812,medispan:C0022650
medispan:C0687813,medispan:C0022650
medispan:C0688315,medispan:C0022650
medispan:C0688316,medispan:C0022650
medispan:C0688317,medispan:C0022650
medispan:C0688318,medispan:C0022650
medispan:C0690406,medispan:C0022650
medispan:C0690587,medispan:C0022650
medispan:C0692842,medispan:C0022650
medispan:C0693053,medispan:C0022650
medispan:C0703822,medispan:C0022650
medispan:C0690044,medispan:C0022672
medispan:C0688803,medispan:C0022783
medispan:C0688804,medispan:C0022783
medispan:C0688805,medispan:C0022783
medispan:C0688806,medispan:C0022783
medispan:C0688258,medispan:C0022783
medispan:C0688259,medispan:C0022783
medispan:C0690445,medispan:C0022876
medispan:C0691374,medispan:C0022890
medispan:C0691375,medispan:C0022890
medispan:C0691567,medispan:C0022951
medispan:C0773777,medispan:C0022951
medispan:C0691568,medispan:C0022951
medispan:C0694229,medispan:C0023055
medispan:C0357218,medispan:C0023176
medispan:C0689910,medispan:C0023176
medispan:C0689911,medispan:C0023176
medispan:C0689912,medispan:C0023176
medispan:C0690406,medispan:C0023176
medispan:C0692773,medispan:C0023176
medispan:C0692784,medispan:C0023212
medispan:C0692785,medispan:C0023212
medispan:C0692786,medispan:C0023212
medispan:C0693193,medispan:C0023212
medispan:C0693476,medispan:C0023212
medispan:C0693477,medispan:C0023212
medispan:C0688766,medispan:C0023241
medispan:C0690290,medispan:C0023241
medispan:C0690291,medispan:C0023241
medispan:C0688768,medispan:C0023241
medispan:C0689303,medispan:C0023283
medispan:C0358909,medispan:C0023290
medispan:C0356229,medispan:C0023343
medispan:C0688367,medispan:C0023343
medispan:C0688460,medispan:C0023343
medispan:C0688461,medispan:C0023343
medispan:C0688829,medispan:C0023343
medispan:C0689750,medispan:C0023343
medispan:C0690290,medispan:C0023343
medispan:C0690291,medispan:C0023343
medispan:C0691633,medispan:C0023343
medispan:C0691638,medispan:C0023343
medispan:C0692463,medispan:C0023343
medispan:C0691632,medispan:C0023343
medispan:C0705766,medispan:C0023343
medispan:C0688367,medispan:C0023348
medispan:C0690770,medispan:C0023364
medispan:C0708722,medispan:C0023364
medispan:C0356432,medispan:C0023418
medispan:C0356459,medispan:C0023418
medispan:C0356471,medispan:C0023418
medispan:C0356472,medispan:C0023418
medispan:C0688416,medispan:C0023418
medispan:C0688417,medispan:C0023418
medispan:C0688418,medispan:C0023418
medispan:C0688502,medispan:C0023418
medispan:C0689573,medispan:C0023418
medispan:C0689574,medispan:C0023418
medispan:C0689575,medispan:C0023418
medispan:C0689576,medispan:C0023418
medispan:C0689577,medispan:C0023418
medispan:C0690106,medispan:C0023418
medispan:C0690120,medispan:C0023418
medispan:C0690121,medispan:C0023418
medispan:C0690123,medispan:C0023418
medispan:C0690124,medispan:C0023418
medispan:C0690128,medispan:C0023418
medispan:C0690616,medispan:C0023418
medispan:C0690617,medispan:C0023418
medispan:C0690618,medispan:C0023418
medispan:C0690619,medispan:C0023418
medispan:C0692774,medispan:C0023418
medispan:C0693413,medispan:C0023418
medispan:C0693711,medispan:C0023418
medispan:C0705898,medispan:C0023418
medispan:C0707528,medispan:C0023418
medispan:C0351070,medispan:C0023418
medispan:C0688415,medispan:C0023418
medispan:C0689572,medispan:C0023418
medispan:C0688230,medispan:C0023434
medispan:C0688435,medispan:C0023434
medispan:C0688436,medispan:C0023434
medispan:C0688489,medispan:C0023434
medispan:C0688490,medispan:C0023434
medispan:C0688492,medispan:C0023434
medispan:C0688493,medispan:C0023434
medispan:C0688495,medispan:C0023434
medispan:C0688496,medispan:C0023434
medispan:C0688497,medispan:C0023434
medispan:C0688498,medispan:C0023434
medispan:C0690696,medispan:C0023434
medispan:C0593975,medispan:C0023443
medispan:C0593977,medispan:C0023443
medispan:C0593978,medispan:C0023443
medispan:C0702984,medispan:C0023443
medispan:C0705827,medispan:C0023443
medispan:C0705890,medispan:C0023443
medispan:C0689112,medispan:C0023448
