mediSpanDrug,mediSpanDisease
medispan:C0691135,medispan:C0024141
medispan:C0691138,medispan:C0024141
medispan:C0691139,medispan:C0024141
medispan:C0691143,medispan:C0024141
medispan:C0691146,medispan:C0024141
medispan:C0691149,medispan:C0024141
medispan:C0692316,medispan:C0024141
medispan:C0704963,medispan:C0024141
medispan:C0774350,medispan:C0024141
medispan:C0351070,medispan:C0024141
medispan:C0688415,medispan:C0024141
medispan:C0689572,medispan:C0024141
medispan:C0355936,medispan:C0024198
medispan:C0688686,medispan:C0024198
medispan:C0688766,medispan:C0024198
medispan:C0689919,medispan:C0024198
medispan:C0689921,medispan:C0024198
medispan:C0690468,medispan:C0024198
medispan:C0690469,medispan:C0024198
medispan:C0690472,medispan:C0024198
medispan:C0692180,medispan:C0024198
medispan:C0692181,medispan:C0024198
medispan:C0693705,medispan:C0024198
medispan:C0355935,medispan:C0024198
medispan:C0355945,medispan:C0024198
medispan:C0688768,medispan:C0024198
medispan:C0704832,medispan:C0024198
medispan:C0688465,medispan:C0024286
medispan:C0688686,medispan:C0024286
medispan:C0688766,medispan:C0024286
medispan:C0689631,medispan:C0024286
medispan:C0689633,medispan:C0024286
medispan:C0690468,medispan:C0024286
medispan:C0690469,medispan:C0024286
medispan:C0690472,medispan:C0024286
medispan:C0692180,medispan:C0024286
medispan:C0692181,medispan:C0024286
medispan:C0693339,medispan:C0024286
medispan:C0708686,medispan:C0024286
medispan:C0708688,medispan:C0024286
medispan:C0688768,medispan:C0024286
medispan:C0356432,medispan:C0024299
medispan:C0356459,medispan:C0024299
medispan:C0356471,medispan:C0024299
medispan:C0356472,medispan:C0024299
medispan:C0688230,medispan:C0024299
medispan:C0688416,medispan:C0024299
medispan:C0688417,medispan:C0024299
medispan:C0688418,medispan:C0024299
medispan:C0688502,medispan:C0024299
medispan:C0689573,medispan:C0024299
medispan:C0689574,medispan:C0024299
medispan:C0689575,medispan:C0024299
medispan:C0689576,medispan:C0024299
medispan:C0689577,medispan:C0024299
medispan:C0690106,medispan:C0024299
medispan:C0690120,medispan:C0024299
medispan:C0690121,medispan:C0024299
medispan:C0690123,medispan:C0024299
medispan:C0690124,medispan:C0024299
medispan:C0690128,medispan:C0024299
medispan:C0690616,medispan:C0024299
medispan:C0690617,medispan:C0024299
medispan:C0690618,medispan:C0024299
medispan:C0690619,medispan:C0024299
medispan:C0692774,medispan:C0024299
medispan:C0693413,medispan:C0024299
medispan:C0693711,medispan:C0024299
medispan:C0705898,medispan:C0024299
medispan:C0707528,medispan:C0024299
medispan:C0689572,medispan:C0024299
medispan:C0689910,medispan:C0024419
medispan:C0689911,medispan:C0024419
medispan:C0689912,medispan:C0024419
medispan:C0692773,medispan:C0024419
medispan:C0773084,medispan:C0024473
medispan:C0703950,medispan:C0024523
medispan:C0704190,medispan:C0024523
medispan:C0704207,medispan:C0024523
medispan:C0773922,medispan:C0024523
medispan:C0356229,medispan:C0024530
medispan:C0356321,medispan:C0024530
medispan:C0688251,medispan:C0024530
medispan:C0688354,medispan:C0024530
medispan:C0688460,medispan:C0024530
medispan:C0688461,medispan:C0024530
medispan:C0688686,medispan:C0024530
medispan:C0689151,medispan:C0024530
medispan:C0690252,medispan:C0024530
medispan:C0690267,medispan:C0024530
medispan:C0690268,medispan:C0024530
medispan:C0690419,medispan:C0024530
medispan:C0690421,medispan:C0024530
medispan:C0690427,medispan:C0024530
medispan:C0690468,medispan:C0024530
medispan:C0690469,medispan:C0024530
medispan:C0690472,medispan:C0024530
medispan:C0691039,medispan:C0024530
medispan:C0691784,medispan:C0024530
medispan:C0691786,medispan:C0024530
medispan:C0692180,medispan:C0024530
medispan:C0692181,medispan:C0024530
medispan:C0692695,medispan:C0024530
medispan:C0772611,medispan:C0024530
medispan:C0690418,medispan:C0024535
medispan:C0590154,medispan:C0024776
medispan:C0715307,medispan:C0024776
medispan:C0590156,medispan:C0024776
medispan:C0773615,medispan:C0024776
medispan:C0702462,medispan:C0025007
medispan:C0688035,medispan:C0025160
medispan:C0774430,medispan:C0025160
medispan:C0687869,medispan:C0025193
medispan:C0687871,medispan:C0025193
medispan:C0687872,medispan:C0025193
medispan:C0687874,medispan:C0025193
medispan:C0687875,medispan:C0025193
medispan:C0688670,medispan:C0025193
medispan:C0688672,medispan:C0025193
medispan:C0688673,medispan:C0025193
medispan:C0688677,medispan:C0025193
medispan:C0689568,medispan:C0025193
medispan:C0689569,medispan:C0025193
medispan:C0689571,medispan:C0025193
medispan:C0688233,medispan:C0025229
medispan:C0356170,medispan:C0025229
medispan:C0688452,medispan:C0025235
medispan:C0688453,medispan:C0025235
medispan:C0688454,medispan:C0025235
medispan:C0356239,medispan:C0025289
medispan:C0358909,medispan:C0025289
medispan:C0543395,medispan:C0025289
medispan:C0688233,medispan:C0025289
medispan:C0688879,medispan:C0025289
medispan:C0688880,medispan:C0025289
medispan:C0688958,medispan:C0025289
medispan:C0689858,medispan:C0025289
medispan:C0689861,medispan:C0025289
medispan:C0690427,medispan:C0025289
medispan:C0690673,medispan:C0025289
medispan:C0690675,medispan:C0025289
medispan:C0690770,medispan:C0025289
medispan:C0691039,medispan:C0025289
medispan:C0692264,medispan:C0025289
medispan:C0692746,medispan:C0025289
medispan:C0692747,medispan:C0025289
medispan:C0693377,medispan:C0025289
medispan:C0703658,medispan:C0025289
medispan:C0708722,medispan:C0025289
medispan:C0356170,medispan:C0025289
medispan:C0690595,medispan:C0025289
medispan:C0690934,medispan:C0025289
medispan:C0704832,medispan:C0025289
medispan:C0705042,medispan:C0025289
medispan:C0690418,medispan:C0025294
medispan:C0690421,medispan:C0025294
medispan:C0690770,medispan:C0025294
medispan:C0708722,medispan:C0025294
medispan:C0688452,medispan:C0025323
medispan:C0688453,medispan:C0025323
medispan:C0688454,medispan:C0025323
medispan:C0689808,medispan:C0025323
medispan:C0356691,medispan:C0025323
medispan:C0690406,medispan:C0025427
medispan:C0543082,medispan:C0025637
medispan:C0689565,medispan:C0025637
medispan:C0691919,medispan:C0025637
medispan:C0691921,medispan:C0025637
medispan:C0691923,medispan:C0025637
medispan:C0691926,medispan:C0025637
medispan:C0691927,medispan:C0025637
medispan:C0691934,medispan:C0025637
medispan:C0692341,medispan:C0025637
medispan:C0773482,medispan:C0025637
medispan:C0773484,medispan:C0025637
medispan:C0773489,medispan:C0025637
medispan:C0359540,medispan:C0025637
medispan:C0773468,medispan:C0025637
medispan:C0773480,medispan:C0025637
medispan:C0773481,medispan:C0025637
medispan:C0773486,medispan:C0025637
medispan:C0773488,medispan:C0025637
medispan:C0689798,medispan:C0025874
medispan:C0689808,medispan:C0025874
medispan:C0701267,medispan:C0025874
medispan:C0773978,medispan:C0025874
medispan:C0773993,medispan:C0025874
medispan:C0356691,medispan:C0025874
medispan:C0692414,medispan:C0025958
medispan:C0356432,medispan:C0026272
medispan:C0356459,medispan:C0026272
medispan:C0356471,medispan:C0026272
medispan:C0356472,medispan:C0026272
medispan:C0688416,medispan:C0026272
medispan:C0688417,medispan:C0026272
medispan:C0688418,medispan:C0026272
medispan:C0688489,medispan:C0026272
medispan:C0688490,medispan:C0026272
medispan:C0688492,medispan:C0026272
medispan:C0688493,medispan:C0026272
medispan:C0688495,medispan:C0026272
medispan:C0688496,medispan:C0026272
medispan:C0688497,medispan:C0026272
medispan:C0688498,medispan:C0026272
medispan:C0688502,medispan:C0026272
medispan:C0689112,medispan:C0026272
medispan:C0689115,medispan:C0026272
medispan:C0689119,medispan:C0026272
medispan:C0689573,medispan:C0026272
medispan:C0689574,medispan:C0026272
medispan:C0689575,medispan:C0026272
medispan:C0689576,medispan:C0026272
medispan:C0689577,medispan:C0026272
medispan:C0690106,medispan:C0026272
medispan:C0690616,medispan:C0026272
medispan:C0690617,medispan:C0026272
medispan:C0690618,medispan:C0026272
medispan:C0690619,medispan:C0026272
medispan:C0692774,medispan:C0026272
medispan:C0693413,medispan:C0026272
medispan:C0693711,medispan:C0026272
medispan:C0707528,medispan:C0026272
medispan:C0689572,medispan:C0026272
medispan:C0689750,medispan:C0026603
medispan:C0690163,medispan:C0026603
medispan:C0690168,medispan:C0026603
medispan:C0690169,medispan:C0026603
medispan:C0691374,medispan:C0026603
medispan:C0691375,medispan:C0026603
medispan:C0691633,medispan:C0026603
medispan:C0691638,medispan:C0026603
medispan:C0692230,medispan:C0026603
medispan:C0692463,medispan:C0026603
medispan:C0692754,medispan:C0026603
medispan:C0693457,medispan:C0026603
medispan:C0688640,medispan:C0026603
medispan:C0688642,medispan:C0026603
medispan:C0691632,medispan:C0026603
medispan:C0691409,medispan:C0026603
medispan:C0705766,medispan:C0026603
medispan:C0350230,medispan:C0026691
medispan:C0353487,medispan:C0026691
medispan:C0353624,medispan:C0026691
medispan:C0354620,medispan:C0026691
medispan:C0354623,medispan:C0026691
medispan:C0355435,medispan:C0026691
medispan:C0687931,medispan:C0026691
medispan:C0691130,medispan:C0026691
medispan:C0691132,medispan:C0026691
medispan:C0691133,medispan:C0026691
medispan:C0691136,medispan:C0026691
medispan:C0691137,medispan:C0026691
medispan:C0691142,medispan:C0026691
medispan:C0691144,medispan:C0026691
medispan:C0691147,medispan:C0026691
medispan:C0691152,medispan:C0026691
medispan:C0692694,medispan:C0026691
medispan:C0702462,medispan:C0026691
medispan:C0704929,medispan:C0026691
medispan:C0714615,medispan:C0026691
medispan:C0691131,medispan:C0026691
medispan:C0691138,medispan:C0026691
medispan:C0691139,medispan:C0026691
medispan:C0691143,medispan:C0026691
medispan:C0691146,medispan:C0026691
medispan:C0691149,medispan:C0026691
medispan:C0692316,medispan:C0026691
medispan:C0704963,medispan:C0026691
medispan:C0774350,medispan:C0026691
medispan:C0356471,medispan:C0026769
medispan:C0356472,medispan:C0026769
medispan:C0594368,medispan:C0026769
medispan:C0689112,medispan:C0026769
medispan:C0689115,medispan:C0026769
medispan:C0689119,medispan:C0026769
medispan:C0689644,medispan:C0026769
medispan:C0690106,medispan:C0026769
medispan:C0690616,medispan:C0026769
medispan:C0690617,medispan:C0026769
medispan:C0690618,medispan:C0026769
medispan:C0690619,medispan:C0026769
medispan:C0692774,medispan:C0026769
medispan:C0693711,medispan:C0026769
medispan:C0351070,medispan:C0026769
medispan:C0688415,medispan:C0026769
medispan:C0355032,medispan:C0026838
medispan:C0355713,medispan:C0026838
medispan:C0542885,medispan:C0026838
medispan:C0687971,medispan:C0026838
medispan:C0687973,medispan:C0026838
medispan:C0688559,medispan:C0026838
medispan:C0688561,medispan:C0026838
medispan:C0688562,medispan:C0026838
medispan:C0692693,medispan:C0026838
medispan:C0543352,medispan:C0026838
medispan:C0689416,medispan:C0026857
medispan:C0702669,medispan:C0026857
medispan:C0692597,medispan:C0026857
medispan:C0356432,medispan:C0026896
medispan:C0356459,medispan:C0026896
medispan:C0356471,medispan:C0026896
medispan:C0356472,medispan:C0026896
medispan:C0687962,medispan:C0026896
medispan:C0688416,medispan:C0026896
medispan:C0688417,medispan:C0026896
medispan:C0688418,medispan:C0026896
medispan:C0688489,medispan:C0026896
medispan:C0688490,medispan:C0026896
medispan:C0688492,medispan:C0026896
medispan:C0688493,medispan:C0026896
medispan:C0688495,medispan:C0026896
medispan:C0688496,medispan:C0026896
medispan:C0688497,medispan:C0026896
medispan:C0688498,medispan:C0026896
medispan:C0688502,medispan:C0026896
medispan:C0689112,medispan:C0026896
medispan:C0689115,medispan:C0026896
medispan:C0689119,medispan:C0026896
medispan:C0689573,medispan:C0026896
medispan:C0689574,medispan:C0026896
medispan:C0689575,medispan:C0026896
medispan:C0689576,medispan:C0026896
medispan:C0689577,medispan:C0026896
medispan:C0689745,medispan:C0026896
medispan:C0689746,medispan:C0026896
medispan:C0690106,medispan:C0026896
medispan:C0356432,medispan:C0013182
medispan:C0356459,medispan:C0013182
medispan:C0356471,medispan:C0013182
medispan:C0356472,medispan:C0013182
medispan:C0688416,medispan:C0013182
medispan:C0688417,medispan:C0013182
medispan:C0688418,medispan:C0013182
medispan:C0688489,medispan:C0013182
medispan:C0688490,medispan:C0013182
medispan:C0688492,medispan:C0013182
medispan:C0688493,medispan:C0013182
medispan:C0688495,medispan:C0013182
medispan:C0688496,medispan:C0013182
medispan:C0688497,medispan:C0013182
medispan:C0688498,medispan:C0013182
medispan:C0688502,medispan:C0013182
medispan:C0689112,medispan:C0013182
medispan:C0689115,medispan:C0013182
medispan:C0689119,medispan:C0013182
medispan:C0689573,medispan:C0013182
medispan:C0689574,medispan:C0013182
medispan:C0689575,medispan:C0013182
medispan:C0689576,medispan:C0013182
medispan:C0689577,medispan:C0013182
medispan:C0690106,medispan:C0013182
medispan:C0690120,medispan:C0013182
medispan:C0690121,medispan:C0013182
medispan:C0690123,medispan:C0013182
medispan:C0690124,medispan:C0013182
medispan:C0690128,medispan:C0013182
medispan:C0690616,medispan:C0013182
medispan:C0690617,medispan:C0013182
medispan:C0690618,medispan:C0013182
medispan:C0690619,medispan:C0013182
medispan:C0692774,medispan:C0013182
medispan:C0693413,medispan:C0013182
medispan:C0693711,medispan:C0013182
medispan:C0705898,medispan:C0013182
medispan:C0707528,medispan:C0013182
medispan:C0689572,medispan:C0013182
medispan:C0354778,medispan:C0013221
medispan:C0687951,medispan:C0013221
medispan:C0774462,medispan:C0013221
medispan:C0774468,medispan:C0013221
medispan:C0772685,medispan:C0013274
medispan:C0353849,medispan:C0013295
medispan:C0355936,medispan:C0013295
medispan:C0688331,medispan:C0013295
medispan:C0688332,medispan:C0013295
medispan:C0688333,medispan:C0013295
medispan:C0688334,medispan:C0013295
medispan:C0688349,medispan:C0013295
medispan:C0688351,medispan:C0013295
medispan:C0688845,medispan:C0013295
medispan:C0688846,medispan:C0013295
medispan:C0689796,medispan:C0013295
medispan:C0689843,medispan:C0013295
medispan:C0690276,medispan:C0013295
medispan:C0690278,medispan:C0013295
medispan:C0690280,medispan:C0013295
medispan:C0690281,medispan:C0013295
medispan:C0692241,medispan:C0013295
medispan:C0692360,medispan:C0013295
medispan:C0692418,medispan:C0013295
medispan:C0693367,medispan:C0013295
medispan:C0693480,medispan:C0013295
medispan:C0694140,medispan:C0013295
medispan:C0694331,medispan:C0013295
medispan:C0702906,medispan:C0013295
medispan:C0715695,medispan:C0013295
medispan:C0355935,medispan:C0013295
medispan:C0355945,medispan:C0013295
medispan:C0694194,medispan:C0013295
medispan:C0688338,medispan:C0013369
medispan:C0688340,medispan:C0013369
medispan:C0688766,medispan:C0013369
medispan:C0688943,medispan:C0013369
medispan:C0689837,medispan:C0013369
medispan:C0689838,medispan:C0013369
medispan:C0689841,medispan:C0013369
medispan:C0692824,medispan:C0013369
medispan:C0774475,medispan:C0013369
medispan:C0688768,medispan:C0013369
medispan:C0774477,medispan:C0013369
medispan:C0774478,medispan:C0013369
medispan:C0543395,medispan:C0013371
medispan:C0689710,medispan:C0013371
medispan:C0689712,medispan:C0013371
medispan:C0690673,medispan:C0013371
medispan:C0690675,medispan:C0013371
medispan:C0732139,medispan:C0013371
medispan:C0690022,medispan:C0013384
medispan:C0689808,medispan:C0013390
medispan:C0690809,medispan:C0013390
medispan:C0693167,medispan:C0013390
medispan:C0693332,medispan:C0013390
medispan:C0693333,medispan:C0013390
medispan:C0693345,medispan:C0013390
medispan:C0709150,medispan:C0013390
medispan:C0772636,medispan:C0013390
medispan:C0688354,medispan:C0021311
medispan:C0690419,medispan:C0021311
medispan:C0690468,medispan:C0021311
medispan:C0690469,medispan:C0021311
medispan:C0690472,medispan:C0021311
medispan:C0706958,medispan:C0021311
medispan:C0732139,medispan:C0021311
medispan:C0704832,medispan:C0021311
medispan:C0706206,medispan:C0021311
medispan:C0688043,medispan:C0021359
medispan:C0688044,medispan:C0021359
medispan:C0688369,medispan:C0021359
medispan:C0705960,medispan:C0021359
medispan:C0350230,medispan:C0021368
medispan:C0352326,medispan:C0021368
medispan:C0352329,medispan:C0021368
medispan:C0353487,medispan:C0021368
medispan:C0353624,medispan:C0021368
medispan:C0354620,medispan:C0021368
medispan:C0354623,medispan:C0021368
medispan:C0355435,medispan:C0021368
medispan:C0356432,medispan:C0021368
medispan:C0356459,medispan:C0021368
medispan:C0356471,medispan:C0021368
medispan:C0356472,medispan:C0021368
medispan:C0357303,medispan:C0021368
medispan:C0357995,medispan:C0021368
medispan:C0357997,medispan:C0021368
medispan:C0358005,medispan:C0021368
medispan:C0358980,medispan:C0021368
medispan:C0543092,medispan:C0021368
medispan:C0687931,medispan:C0021368
medispan:C0688021,medispan:C0021368
medispan:C0688416,medispan:C0021368
medispan:C0688417,medispan:C0021368
medispan:C0688418,medispan:C0021368
medispan:C0688489,medispan:C0021368
medispan:C0688490,medispan:C0021368
medispan:C0688492,medispan:C0021368
medispan:C0688493,medispan:C0021368
medispan:C0688495,medispan:C0021368
medispan:C0688496,medispan:C0021368
medispan:C0688497,medispan:C0021368
medispan:C0688498,medispan:C0021368
medispan:C0688502,medispan:C0021368
medispan:C0689108,medispan:C0021368
medispan:C0689109,medispan:C0021368
medispan:C0689110,medispan:C0021368
medispan:C0689112,medispan:C0021368
medispan:C0689115,medispan:C0021368
medispan:C0689116,medispan:C0021368
medispan:C0689117,medispan:C0021368
medispan:C0689118,medispan:C0021368
medispan:C0689119,medispan:C0021368
medispan:C0689172,medispan:C0021368
medispan:C0689173,medispan:C0021368
medispan:C0689174,medispan:C0021368
medispan:C0689175,medispan:C0021368
medispan:C0689573,medispan:C0021368
medispan:C0689574,medispan:C0021368
medispan:C0689575,medispan:C0021368
medispan:C0689576,medispan:C0021368
medispan:C0689577,medispan:C0021368
medispan:C0690106,medispan:C0021368
medispan:C0691130,medispan:C0021368
medispan:C0691132,medispan:C0021368
medispan:C0691133,medispan:C0021368
medispan:C0691136,medispan:C0021368
medispan:C0691137,medispan:C0021368
medispan:C0691142,medispan:C0021368
medispan:C0691144,medispan:C0021368
medispan:C0691147,medispan:C0021368
medispan:C0691152,medispan:C0021368
medispan:C0691533,medispan:C0021368
medispan:C0691537,medispan:C0021368
medispan:C0692694,medispan:C0021368
medispan:C0692774,medispan:C0021368
medispan:C0693413,medispan:C0021368
medispan:C0693711,medispan:C0021368
medispan:C0693996,medispan:C0021368
medispan:C0700415,medispan:C0021368
medispan:C0704929,medispan:C0021368
medispan:C0707528,medispan:C0021368
medispan:C0714615,medispan:C0021368
medispan:C0691131,medispan:C0021368
medispan:C0691135,medispan:C0021368
medispan:C0691138,medispan:C0021368
medispan:C0691139,medispan:C0021368
medispan:C0691143,medispan:C0021368
medispan:C0691146,medispan:C0021368
medispan:C0691149,medispan:C0021368
medispan:C0692316,medispan:C0021368
medispan:C0704963,medispan:C0021368
medispan:C0774350,medispan:C0021368
medispan:C0352311,medispan:C0021368
medispan:C0689572,medispan:C0021368
medispan:C0692538,medispan:C0021368
medispan:C0356239,medispan:C0021390
medispan:C0590908,medispan:C0021390
medispan:C0687962,medispan:C0021390
medispan:C0688474,medispan:C0030319
medispan:C0688475,medispan:C0030319
medispan:C0688476,medispan:C0030319
medispan:C0688477,medispan:C0030319
medispan:C0688478,medispan:C0030319
medispan:C0688559,medispan:C0030319
medispan:C0688561,medispan:C0030319
medispan:C0688562,medispan:C0030319
medispan:C0688670,medispan:C0030319
medispan:C0688672,medispan:C0030319
medispan:C0688673,medispan:C0030319
medispan:C0688677,medispan:C0030319
medispan:C0689398,medispan:C0030319
medispan:C0689399,medispan:C0030319
medispan:C0689400,medispan:C0030319
medispan:C0689815,medispan:C0030319
medispan:C0689818,medispan:C0030319
medispan:C0689819,medispan:C0030319
medispan:C0692687,medispan:C0030319
medispan:C0693330,medispan:C0030319
medispan:C0693331,medispan:C0030319
medispan:C0704895,medispan:C0030319
medispan:C0774178,medispan:C0030319
medispan:C0774179,medispan:C0030319
medispan:C0693752,medispan:C0030319
medispan:C0689303,medispan:C0030409
medispan:C0690098,medispan:C0030424
medispan:C0688233,medispan:C0030528
medispan:C0732139,medispan:C0030528
medispan:C0356170,medispan:C0030528
medispan:C0361037,medispan:C0030569
medispan:C0687824,medispan:C0030569
medispan:C0688000,medispan:C0030569
medispan:C0688001,medispan:C0030569
medispan:C0688003,medispan:C0030569
medispan:C0688138,medispan:C0030569
medispan:C0688139,medispan:C0030569
medispan:C0688141,medispan:C0030569
medispan:C0690660,medispan:C0030569
medispan:C0690662,medispan:C0030569
medispan:C0693647,medispan:C0030569
medispan:C0694148,medispan:C0030569
medispan:C0694149,medispan:C0030569
medispan:C0694423,medispan:C0030569
medispan:C0774396,medispan:C0030569
medispan:C0689704,medispan:C0030587
medispan:C0689705,medispan:C0030587
medispan:C0689706,medispan:C0030587
medispan:C0689707,medispan:C0030587
medispan:C0689708,medispan:C0030587
medispan:C0772611,medispan:C0030587
medispan:C0774394,medispan:C0030587
medispan:C0689919,medispan:C0030636
medispan:C0689921,medispan:C0030636
medispan:C0693705,medispan:C0030636
medispan:C0356229,medispan:C0030804
medispan:C0688460,medispan:C0030804
medispan:C0688461,medispan:C0030804
medispan:C0356229,medispan:C0030805
medispan:C0356432,medispan:C0030805
medispan:C0356459,medispan:C0030805
medispan:C0356471,medispan:C0030805
medispan:C0356472,medispan:C0030805
medispan:C0687827,medispan:C0030805
medispan:C0687828,medispan:C0030805
medispan:C0687962,medispan:C0030805
medispan:C0688016,medispan:C0030805
medispan:C0688416,medispan:C0030805
medispan:C0688417,medispan:C0030805
medispan:C0688418,medispan:C0030805
medispan:C0688460,medispan:C0030805
medispan:C0688461,medispan:C0030805
medispan:C0688484,medispan:C0030805
medispan:C0688486,medispan:C0030805
medispan:C0688487,medispan:C0030805
medispan:C0688489,medispan:C0030805
medispan:C0688490,medispan:C0030805
medispan:C0688492,medispan:C0030805
medispan:C0688493,medispan:C0030805
medispan:C0688495,medispan:C0030805
medispan:C0688496,medispan:C0030805
medispan:C0688497,medispan:C0030805
medispan:C0688498,medispan:C0030805
medispan:C0688502,medispan:C0030805
medispan:C0689112,medispan:C0030805
medispan:C0689115,medispan:C0030805
medispan:C0689119,medispan:C0030805
medispan:C0689573,medispan:C0030805
medispan:C0689574,medispan:C0030805
medispan:C0689575,medispan:C0030805
medispan:C0689576,medispan:C0030805
medispan:C0689577,medispan:C0030805
medispan:C0690106,medispan:C0030805
medispan:C0690120,medispan:C0030805
medispan:C0690121,medispan:C0030805
medispan:C0690123,medispan:C0030805
medispan:C0690124,medispan:C0030805
medispan:C0690128,medispan:C0030805
medispan:C0690616,medispan:C0030805
medispan:C0690617,medispan:C0030805
medispan:C0690120,medispan:C0026896
medispan:C0690121,medispan:C0026896
medispan:C0690123,medispan:C0026896
medispan:C0690124,medispan:C0026896
medispan:C0690128,medispan:C0026896
medispan:C0690616,medispan:C0026896
medispan:C0690617,medispan:C0026896
medispan:C0690618,medispan:C0026896
medispan:C0690619,medispan:C0026896
medispan:C0692728,medispan:C0026896
medispan:C0692774,medispan:C0026896
medispan:C0693413,medispan:C0026896
medispan:C0693711,medispan:C0026896
medispan:C0702462,medispan:C0026896
medispan:C0705898,medispan:C0026896
medispan:C0707528,medispan:C0026896
medispan:C0774447,medispan:C0026896
medispan:C0689572,medispan:C0026896
medispan:C0693189,medispan:C0026896
medispan:C0688438,medispan:C0026918
medispan:C0688829,medispan:C0026918
medispan:C0688829,medispan:C0026919
medispan:C0356432,medispan:C0026948
medispan:C0356459,medispan:C0026948
medispan:C0356471,medispan:C0026948
medispan:C0356472,medispan:C0026948
medispan:C0688416,medispan:C0026948
medispan:C0688417,medispan:C0026948
medispan:C0688418,medispan:C0026948
medispan:C0688435,medispan:C0026948
medispan:C0688436,medispan:C0026948
medispan:C0688489,medispan:C0026948
medispan:C0688490,medispan:C0026948
medispan:C0688492,medispan:C0026948
medispan:C0688493,medispan:C0026948
medispan:C0688495,medispan:C0026948
medispan:C0688496,medispan:C0026948
medispan:C0688497,medispan:C0026948
medispan:C0688498,medispan:C0026948
medispan:C0688502,medispan:C0026948
medispan:C0689112,medispan:C0026948
medispan:C0689115,medispan:C0026948
medispan:C0689119,medispan:C0026948
medispan:C0689545,medispan:C0026948
medispan:C0689546,medispan:C0026948
medispan:C0689573,medispan:C0026948
medispan:C0689574,medispan:C0026948
medispan:C0689575,medispan:C0026948
medispan:C0689576,medispan:C0026948
medispan:C0689577,medispan:C0026948
medispan:C0690106,medispan:C0026948
medispan:C0690120,medispan:C0026948
medispan:C0690121,medispan:C0026948
medispan:C0690123,medispan:C0026948
medispan:C0690124,medispan:C0026948
medispan:C0690128,medispan:C0026948
medispan:C0690616,medispan:C0026948
medispan:C0690617,medispan:C0026948
medispan:C0690618,medispan:C0026948
medispan:C0690619,medispan:C0026948
medispan:C0692774,medispan:C0026948
medispan:C0693413,medispan:C0026948
medispan:C0693711,medispan:C0026948
medispan:C0705898,medispan:C0026948
medispan:C0707528,medispan:C0026948
medispan:C0351070,medispan:C0026948
medispan:C0688415,medispan:C0026948
medispan:C0689572,medispan:C0026948
medispan:C0690696,medispan:C0026948
medispan:C0354540,medispan:C0026961
medispan:C0354541,medispan:C0026961
medispan:C0689586,medispan:C0027066
medispan:C0356432,medispan:C0027121
medispan:C0687962,medispan:C0027121
medispan:C0688502,medispan:C0027121
medispan:C0692728,medispan:C0027121
medispan:C0356405,medispan:C0027145
medispan:C0690549,medispan:C0027145
medispan:C0690552,medispan:C0027145
medispan:C0692572,medispan:C0027145
medispan:C0694352,medispan:C0027145
medispan:C0694354,medispan:C0027145
medispan:C0710135,medispan:C0027145
medispan:C0689568,medispan:C0027404
medispan:C0689569,medispan:C0027404
medispan:C0689571,medispan:C0027404
medispan:C0689586,medispan:C0027404
medispan:C0690210,medispan:C0027404
medispan:C0690211,medispan:C0027404
medispan:C0705972,medispan:C0027404
medispan:C0356432,medispan:C0027430
medispan:C0688489,medispan:C0027430
medispan:C0688490,medispan:C0027430
medispan:C0688492,medispan:C0027430
medispan:C0688493,medispan:C0027430
medispan:C0688495,medispan:C0027430
medispan:C0688496,medispan:C0027430
medispan:C0688497,medispan:C0027430
medispan:C0688498,medispan:C0027430
medispan:C0688502,medispan:C0027430
medispan:C0690618,medispan:C0030805
medispan:C0690619,medispan:C0030805
medispan:C0692229,medispan:C0030805
medispan:C0692728,medispan:C0030805
medispan:C0692774,medispan:C0030805
medispan:C0693413,medispan:C0030805
medispan:C0693711,medispan:C0030805
medispan:C0705898,medispan:C0030805
medispan:C0707528,medispan:C0030805
medispan:C0689572,medispan:C0030805
medispan:C0692256,medispan:C0030805
medispan:C0356432,medispan:C0030807
medispan:C0356459,medispan:C0030807
medispan:C0356471,medispan:C0030807
medispan:C0356472,medispan:C0030807
medispan:C0687827,medispan:C0030807
medispan:C0687828,medispan:C0030807
medispan:C0687962,medispan:C0030807
medispan:C0688016,medispan:C0030807
medispan:C0688360,medispan:C0030807
medispan:C0688416,medispan:C0030807
medispan:C0688417,medispan:C0030807
medispan:C0688418,medispan:C0030807
medispan:C0688484,medispan:C0030807
medispan:C0688486,medispan:C0030807
medispan:C0688487,medispan:C0030807
medispan:C0688489,medispan:C0030807
medispan:C0688490,medispan:C0030807
medispan:C0688492,medispan:C0030807
medispan:C0688493,medispan:C0030807
medispan:C0688495,medispan:C0030807
medispan:C0688496,medispan:C0030807
medispan:C0688497,medispan:C0030807
medispan:C0688498,medispan:C0030807
medispan:C0688502,medispan:C0030807
medispan:C0689112,medispan:C0030807
medispan:C0689115,medispan:C0030807
medispan:C0689119,medispan:C0030807
medispan:C0689573,medispan:C0030807
medispan:C0689574,medispan:C0030807
medispan:C0689575,medispan:C0030807
medispan:C0689576,medispan:C0030807
medispan:C0689577,medispan:C0030807
medispan:C0690106,medispan:C0030807
medispan:C0690120,medispan:C0030807
medispan:C0690121,medispan:C0030807
medispan:C0690123,medispan:C0030807
medispan:C0690124,medispan:C0030807
medispan:C0690128,medispan:C0030807
medispan:C0690616,medispan:C0030807
