mediSpanDrug,mediSpanDisease
medispan:C1877741,medispan:C0010692
medispan:C1948371,medispan:C0010692
medispan:C1949338,medispan:C0010692
medispan:C1968088,medispan:C0010692
medispan:C1968089,medispan:C0010692
medispan:C1968097,medispan:C0010692
medispan:C1968100,medispan:C0010692
medispan:C1968279,medispan:C0010692
medispan:C1968287,medispan:C0010692
medispan:C1968296,medispan:C0010692
medispan:C1968297,medispan:C0010692
medispan:C1968354,medispan:C0010692
medispan:C1968355,medispan:C0010692
medispan:C1968373,medispan:C0010692
medispan:C1968384,medispan:C0010692
medispan:C1968393,medispan:C0010692
medispan:C1968423,medispan:C0010692
medispan:C1968424,medispan:C0010692
medispan:C1968425,medispan:C0010692
medispan:C1968426,medispan:C0010692
medispan:C1968429,medispan:C0010692
medispan:C1968430,medispan:C0010692
medispan:C1968431,medispan:C0010692
medispan:C1968432,medispan:C0010692
medispan:C1968460,medispan:C0010692
medispan:C1995162,medispan:C0010692
medispan:C1995163,medispan:C0010692
medispan:C1995165,medispan:C0010692
medispan:C1995451,medispan:C0010692
medispan:C1995497,medispan:C0010692
medispan:C1995600,medispan:C0010692
medispan:C1995682,medispan:C0010692
medispan:C1996438,medispan:C0010692
medispan:C2242038,medispan:C0010692
medispan:C2366435,medispan:C0010692
medispan:C2366553,medispan:C0010692
medispan:C2718524,medispan:C0010692
medispan:C0356691,medispan:C0010692
medispan:C0783592,medispan:C0010692
medispan:C0783593,medispan:C0010692
medispan:C0787319,medispan:C0010692
medispan:C0787474,medispan:C0010692
medispan:C0790381,medispan:C0010692
medispan:C0790954,medispan:C0010692
medispan:C0792299,medispan:C0010692
medispan:C0792365,medispan:C0010692
medispan:C0872725,medispan:C0010692
medispan:C0973841,medispan:C0010692
medispan:C0976814,medispan:C0010692
medispan:C0978471,medispan:C0010692
medispan:C0982796,medispan:C0010692
medispan:C1968300,medispan:C0010692
medispan:C1968309,medispan:C0010692
medispan:C1968383,medispan:C0010692
medispan:C1968427,medispan:C0010692
medispan:C1995164,medispan:C0010692
medispan:C1995166,medispan:C0010692
medispan:C2240610,medispan:C0010692
medispan:C2241910,medispan:C0010692
medispan:C2242301,medispan:C0010692
medispan:C0692278,medispan:C0010823
medispan:C0693889,medispan:C0010823
medispan:C0792592,medispan:C0011168
medispan:C0792593,medispan:C0011168
medispan:C0792594,medispan:C0011168
medispan:C0793268,medispan:C0011168
medispan:C0793348,medispan:C0011168
medispan:C0794661,medispan:C0011168
medispan:C0936168,medispan:C0011168
medispan:C0936169,medispan:C0011168
medispan:C0937362,medispan:C0011168
medispan:C0938656,medispan:C0011168
medispan:C0973924,medispan:C0011168
medispan:C0977031,medispan:C0011168
medispan:C0977744,medispan:C0011168
medispan:C0977745,medispan:C0011168
medispan:C0978681,medispan:C0011168
medispan:C0978724,medispan:C0011168
medispan:C0978725,medispan:C0011168
medispan:C0978728,medispan:C0011168
medispan:C0978731,medispan:C0011168
medispan:C0978733,medispan:C0011168
medispan:C0978736,medispan:C0011168
medispan:C0978738,medispan:C0011168
medispan:C0978739,medispan:C0011168
medispan:C0978742,medispan:C0011168
medispan:C0978743,medispan:C0011168
medispan:C0978744,medispan:C0011168
medispan:C0978748,medispan:C0011168
medispan:C0978752,medispan:C0011168
medispan:C0978753,medispan:C0011168
medispan:C0978874,medispan:C0011168
medispan:C0978875,medispan:C0011168
medispan:C0979499,medispan:C0011168
medispan:C0979501,medispan:C0011168
medispan:C0979502,medispan:C0011168
medispan:C0979718,medispan:C0011168
medispan:C0979967,medispan:C0011168
medispan:C0980546,medispan:C0011168
medispan:C0980549,medispan:C0011168
medispan:C0980669,medispan:C0011168
medispan:C0980670,medispan:C0011168
medispan:C0980671,medispan:C0011168
medispan:C0980674,medispan:C0011168
medispan:C0980675,medispan:C0011168
medispan:C0981274,medispan:C0011168
medispan:C0981433,medispan:C0011168
medispan:C0981441,medispan:C0011168
medispan:C0981593,medispan:C0011168
medispan:C0981600,medispan:C0011168
medispan:C0981691,medispan:C0011168
medispan:C0982805,medispan:C0011168
medispan:C0991714,medispan:C0011168
medispan:C0991715,medispan:C0011168
medispan:C0991718,medispan:C0011168
medispan:C0994900,medispan:C0011168
medispan:C0995120,medispan:C0011168
medispan:C1145744,medispan:C0011168
medispan:C1145745,medispan:C0011168
medispan:C1163826,medispan:C0011168
medispan:C1163827,medispan:C0011168
medispan:C1163828,medispan:C0011168
medispan:C1168668,medispan:C0011168
medispan:C1168685,medispan:C0011168
medispan:C1169893,medispan:C0011168
medispan:C1169894,medispan:C0011168
medispan:C1177660,medispan:C0011168
medispan:C1177661,medispan:C0011168
medispan:C1269858,medispan:C0011168
medispan:C1269859,medispan:C0011168
medispan:C1269860,medispan:C0011168
medispan:C1304696,medispan:C0011168
medispan:C1321198,medispan:C0011168
medispan:C1329045,medispan:C0011168
medispan:C1329122,medispan:C0011168
medispan:C1329123,medispan:C0011168
medispan:C1329132,medispan:C0011168
medispan:C1509839,medispan:C0011168
medispan:C1572050,medispan:C0011168
medispan:C1615743,medispan:C0011168
medispan:C1635185,medispan:C0011168
medispan:C1669130,medispan:C0011168
medispan:C1711759,medispan:C0011168
medispan:C1711760,medispan:C0011168
medispan:C1813017,medispan:C0011168
medispan:C1813175,medispan:C0011168
medispan:C1965986,medispan:C0011168
medispan:C2316499,medispan:C0011168
medispan:C2316500,medispan:C0011168
medispan:C2316502,medispan:C0011168
medispan:C2609583,medispan:C0011168
medispan:C2609585,medispan:C0011168
medispan:C2684742,medispan:C0011168
medispan:C2684747,medispan:C0011168
medispan:C2719311,medispan:C0011168
medispan:C2719318,medispan:C0011168
medispan:C2719323,medispan:C0011168
medispan:C2722341,medispan:C0011168
medispan:C2722344,medispan:C0011168
medispan:C2722346,medispan:C0011168
medispan:C2731298,medispan:C0011168
medispan:C2731777,medispan:C0011168
medispan:C2739912,medispan:C0011168
medispan:C2741606,medispan:C0011168
medispan:C2741613,medispan:C0011168
medispan:C2741618,medispan:C0011168
medispan:C2741622,medispan:C0011168
medispan:C2741627,medispan:C0011168
medispan:C2920421,medispan:C0011168
medispan:C2920422,medispan:C0011168
medispan:C2930116,medispan:C0011168
medispan:C0693095,medispan:C0011168
medispan:C0693096,medispan:C0011168
medispan:C0693279,medispan:C0011168
medispan:C0693280,medispan:C0011168
medispan:C0693700,medispan:C0011168
medispan:C0774394,medispan:C0011168
medispan:C0778330,medispan:C0011168
medispan:C0780444,medispan:C0011168
medispan:C0782176,medispan:C0011168
medispan:C0783299,medispan:C0011168
medispan:C0783516,medispan:C0011168
medispan:C0783517,medispan:C0011168
medispan:C0783521,medispan:C0011168
medispan:C0783522,medispan:C0011168
medispan:C0783592,medispan:C0011168
medispan:C0783593,medispan:C0011168
medispan:C0785534,medispan:C0011168
medispan:C0787126,medispan:C0011168
medispan:C0787319,medispan:C0011168
medispan:C0787474,medispan:C0011168
medispan:C0788086,medispan:C0011168
medispan:C0789812,medispan:C0011168
medispan:C0789814,medispan:C0011168
medispan:C0790263,medispan:C0011168
medispan:C0790828,medispan:C0011168
medispan:C0790829,medispan:C0011168
medispan:C0790855,medispan:C0011168
medispan:C0791055,medispan:C0011168
medispan:C0791056,medispan:C0011168
medispan:C0791057,medispan:C0011168
medispan:C0791058,medispan:C0011168
medispan:C0791059,medispan:C0011168
medispan:C0791060,medispan:C0011168
medispan:C0791883,medispan:C0011168
medispan:C0792020,medispan:C0011168
medispan:C0793248,medispan:C0011168
medispan:C0975035,medispan:C0011168
medispan:C0975620,medispan:C0011168
medispan:C0978727,medispan:C0011168
medispan:C0978732,medispan:C0011168
medispan:C0978745,medispan:C0011168
medispan:C0978746,medispan:C0011168
medispan:C0982806,medispan:C0011168
medispan:C1177973,medispan:C0011168
medispan:C1572305,medispan:C0011168
medispan:C1572366,medispan:C0011168
medispan:C1876268,medispan:C0011168
medispan:C2240610,medispan:C0011168
medispan:C2370752,medispan:C0011168
medispan:C2370756,medispan:C0011168
medispan:C2682288,medispan:C0011168
medispan:C2682290,medispan:C0011168
medispan:C2682291,medispan:C0011168
medispan:C2682510,medispan:C0011168
medispan:C2682672,medispan:C0011168
medispan:C2682673,medispan:C0011168
medispan:C2682674,medispan:C0011168
medispan:C2682751,medispan:C0011168
medispan:C2682752,medispan:C0011168
medispan:C2729777,medispan:C0011168
medispan:C2731679,medispan:C0011168
medispan:C2731690,medispan:C0011168
medispan:C2731691,medispan:C0011168
medispan:C2731693,medispan:C0011168
medispan:C2731694,medispan:C0011168
medispan:C2731695,medispan:C0011168
medispan:C2731696,medispan:C0011168
medispan:C2731697,medispan:C0011168
medispan:C2741610,medispan:C0011168
medispan:C2741616,medispan:C0011168
medispan:C2741620,medispan:C0011168
medispan:C2741624,medispan:C0011168
medispan:C2741630,medispan:C0011168
medispan:C0353587,medispan:C0011175
medispan:C0353588,medispan:C0011175
medispan:C0353589,medispan:C0011175
medispan:C0354113,medispan:C0011175
medispan:C0355494,medispan:C0011175
medispan:C0355523,medispan:C0011175
medispan:C0499011,medispan:C0011175
medispan:C0542905,medispan:C0011175
medispan:C0543076,medispan:C0011175
medispan:C0590559,medispan:C0011175
medispan:C0592857,medispan:C0011175
medispan:C0594395,medispan:C0011175
medispan:C0688058,medispan:C0011175
medispan:C0688059,medispan:C0011175
medispan:C0688060,medispan:C0011175
medispan:C0688816,medispan:C0011175
medispan:C0688817,medispan:C0011175
medispan:C0688818,medispan:C0011175
medispan:C0689030,medispan:C0011175
medispan:C0689137,medispan:C0011175
medispan:C0689139,medispan:C0011175
medispan:C0689141,medispan:C0011175
medispan:C0689144,medispan:C0011175
medispan:C0689659,medispan:C0011175
medispan:C0689665,medispan:C0011175
medispan:C0689669,medispan:C0011175
medispan:C0689676,medispan:C0011175
medispan:C0689679,medispan:C0011175
medispan:C0690349,medispan:C0011175
medispan:C0690779,medispan:C0011175
medispan:C0690780,medispan:C0011175
medispan:C0690835,medispan:C0011175
medispan:C0690836,medispan:C0011175
medispan:C0690837,medispan:C0011175
medispan:C0690838,medispan:C0011175
medispan:C0692730,medispan:C0011175
medispan:C0692738,medispan:C0011175
medispan:C0693094,medispan:C0011175
medispan:C0693421,medispan:C0011175
medispan:C0693701,medispan:C0011175
medispan:C0693702,medispan:C0011175
medispan:C0708427,medispan:C0011175
medispan:C0773700,medispan:C0011175
medispan:C0778051,medispan:C0011175
medispan:C0778487,medispan:C0011175
medispan:C0778846,medispan:C0011175
medispan:C0783977,medispan:C0011175
medispan:C0784507,medispan:C0011175
medispan:C0785533,medispan:C0011175
medispan:C0786091,medispan:C0011175
medispan:C0786092,medispan:C0011175
medispan:C0786093,medispan:C0011175
medispan:C0786097,medispan:C0011175
medispan:C0786295,medispan:C0011175
medispan:C0786299,medispan:C0011175
medispan:C0786305,medispan:C0011175
medispan:C0787030,medispan:C0011175
medispan:C0787990,medispan:C0011175
medispan:C0787992,medispan:C0011175
medispan:C0787993,medispan:C0011175
medispan:C0789614,medispan:C0011175
medispan:C0789615,medispan:C0011175
medispan:C0789616,medispan:C0011175
medispan:C0789703,medispan:C0011175
medispan:C0789813,medispan:C0011175
medispan:C0789817,medispan:C0011175
medispan:C0790234,medispan:C0011175
medispan:C0790235,medispan:C0011175
medispan:C0790264,medispan:C0011175
medispan:C0791011,medispan:C0011175
medispan:C0791816,medispan:C0011175
medispan:C0791904,medispan:C0011175
medispan:C0792588,medispan:C0011175
medispan:C0792592,medispan:C0011175
medispan:C0792593,medispan:C0011175
medispan:C0792594,medispan:C0011175
medispan:C0793287,medispan:C0011175
medispan:C0793348,medispan:C0011175
medispan:C0794093,medispan:C0011175
medispan:C0794661,medispan:C0011175
medispan:C0876566,medispan:C0011175
medispan:C0936159,medispan:C0011175
medispan:C0936168,medispan:C0011175
medispan:C0936169,medispan:C0011175
medispan:C0936207,medispan:C0011175
medispan:C0977020,medispan:C0011175
medispan:C0977029,medispan:C0011175
medispan:C0977032,medispan:C0011175
medispan:C0977343,medispan:C0011175
medispan:C0977344,medispan:C0011175
medispan:C0977345,medispan:C0011175
medispan:C0977346,medispan:C0011175
medispan:C0977651,medispan:C0011175
medispan:C0977653,medispan:C0011175
medispan:C0977656,medispan:C0011175
medispan:C0977659,medispan:C0011175
medispan:C0977747,medispan:C0011175
medispan:C0978248,medispan:C0011175
medispan:C0978681,medispan:C0011175
medispan:C0978724,medispan:C0011175
medispan:C0978725,medispan:C0011175
medispan:C0978728,medispan:C0011175
medispan:C0978731,medispan:C0011175
medispan:C0978733,medispan:C0011175
medispan:C0978736,medispan:C0011175
medispan:C0978738,medispan:C0011175
medispan:C0978739,medispan:C0011175
medispan:C0978742,medispan:C0011175
medispan:C0978743,medispan:C0011175
medispan:C0978744,medispan:C0011175
medispan:C0978748,medispan:C0011175
medispan:C0978752,medispan:C0011175
medispan:C0978753,medispan:C0011175
medispan:C0980251,medispan:C0011175
medispan:C0980260,medispan:C0011175
medispan:C0980261,medispan:C0011175
medispan:C0980262,medispan:C0011175
medispan:C0980266,medispan:C0011175
medispan:C0973748,medispan:C0011206
medispan:C0973749,medispan:C0011206
medispan:C0973757,medispan:C0011206
medispan:C0973758,medispan:C0011206
medispan:C0973766,medispan:C0011206
medispan:C0973777,medispan:C0011206
medispan:C0973778,medispan:C0011206
medispan:C0975745,medispan:C0011206
medispan:C0978647,medispan:C0011206
medispan:C0978649,medispan:C0011206
medispan:C0980678,medispan:C0011206
medispan:C0980679,medispan:C0011206
medispan:C0980680,medispan:C0011206
medispan:C0980681,medispan:C0011206
medispan:C0980683,medispan:C0011206
medispan:C0980684,medispan:C0011206
medispan:C0980685,medispan:C0011206
medispan:C0981193,medispan:C0011206
medispan:C0981235,medispan:C0011206
medispan:C0982820,medispan:C0011206
medispan:C1269852,medispan:C0011206
medispan:C1533309,medispan:C0011206
medispan:C1576507,medispan:C0011206
medispan:C1588230,medispan:C0011206
medispan:C1588267,medispan:C0011206
medispan:C1591277,medispan:C0011206
medispan:C1622986,medispan:C0011206
medispan:C1630429,medispan:C0011206
medispan:C1632288,medispan:C0011206
medispan:C1703735,medispan:C0011206
medispan:C1813001,medispan:C0011206
medispan:C2920420,medispan:C0011206
medispan:C0692877,medispan:C0011206
medispan:C0778153,medispan:C0011206
medispan:C0780444,medispan:C0011206
medispan:C0783437,medispan:C0011206
medispan:C0783438,medispan:C0011206
medispan:C0787299,medispan:C0011206
medispan:C0789706,medispan:C0011206
medispan:C0789724,medispan:C0011206
medispan:C0790333,medispan:C0011206
medispan:C0791010,medispan:C0011206
medispan:C0791027,medispan:C0011206
medispan:C0791390,medispan:C0011206
medispan:C0791753,medispan:C0011206
medispan:C0792001,medispan:C0011206
medispan:C0792391,medispan:C0011206
medispan:C0792427,medispan:C0011206
medispan:C0792763,medispan:C0011206
medispan:C0792765,medispan:C0011206
medispan:C0793774,medispan:C0011206
medispan:C0793998,medispan:C0011206
medispan:C0794857,medispan:C0011206
medispan:C0973776,medispan:C0011206
medispan:C0975744,medispan:C0011206
medispan:C0977326,medispan:C0011206
medispan:C0980682,medispan:C0011206
medispan:C0981763,medispan:C0011206
medispan:C1130417,medispan:C0011206
medispan:C1162321,medispan:C0011206
medispan:C1351800,medispan:C0011206
medispan:C1354993,medispan:C0011206
medispan:C1617240,medispan:C0011206
medispan:C1618266,medispan:C0011206
medispan:C1702861,medispan:C0011206
medispan:C1703353,medispan:C0011206
medispan:C1703741,medispan:C0011206
medispan:C1703754,medispan:C0011206
medispan:C0690642,medispan:C0011253
medispan:C0690643,medispan:C0011253
medispan:C0705877,medispan:C0011253
medispan:C0705878,medispan:C0011253
medispan:C0705879,medispan:C0011253
medispan:C0980740,medispan:C0011253
medispan:C0980741,medispan:C0011253
medispan:C1165060,medispan:C0011253
medispan:C1576503,medispan:C0011253
medispan:C1576504,medispan:C0011253
medispan:C1576505,medispan:C0011253
medispan:C0789610,medispan:C0011253
medispan:C0981763,medispan:C0011253
medispan:C0355760,medispan:C0011334
medispan:C0590381,medispan:C0011334
medispan:C0692794,medispan:C0011334
medispan:C0702531,medispan:C0011334
medispan:C0702541,medispan:C0011334
medispan:C0980121,medispan:C0011334
medispan:C1724003,medispan:C0011334
medispan:C0790356,medispan:C0011334
medispan:C2718992,medispan:C0011334
medispan:C0689631,medispan:C0011351
medispan:C0689633,medispan:C0011351
medispan:C0690468,medispan:C0011351
medispan:C0690469,medispan:C0011351
medispan:C0690472,medispan:C0011351
medispan:C0708686,medispan:C0011351
medispan:C0708688,medispan:C0011351
medispan:C0781656,medispan:C0011351
medispan:C0781663,medispan:C0011351
medispan:C0937589,medispan:C0011351
medispan:C0793848,medispan:C0011175
medispan:C0938061,medispan:C0011175
medispan:C0977657,medispan:C0011175
medispan:C0978247,medispan:C0011175
medispan:C0978727,medispan:C0011175
medispan:C0978732,medispan:C0011175
medispan:C0978745,medispan:C0011175
medispan:C0978746,medispan:C0011175
medispan:C0980258,medispan:C0011175
medispan:C0980263,medispan:C0011175
medispan:C0980270,medispan:C0011175
medispan:C0982806,medispan:C0011175
medispan:C1162189,medispan:C0011175
medispan:C1177973,medispan:C0011175
medispan:C1340955,medispan:C0011175
medispan:C1344555,medispan:C0011175
medispan:C1356742,medispan:C0011175
medispan:C1363677,medispan:C0011175
medispan:C1533407,medispan:C0011175
medispan:C1533465,medispan:C0011175
medispan:C1533466,medispan:C0011175
medispan:C1533467,medispan:C0011175
medispan:C1572305,medispan:C0011175
medispan:C1572366,medispan:C0011175
medispan:C1589298,medispan:C0011175
medispan:C1591671,medispan:C0011175
medispan:C1703493,medispan:C0011175
medispan:C1703581,medispan:C0011175
medispan:C1813117,medispan:C0011175
medispan:C1966294,medispan:C0011175
medispan:C2370752,medispan:C0011175
medispan:C2370756,medispan:C0011175
medispan:C2608171,medispan:C0011175
medispan:C2682288,medispan:C0011175
medispan:C2682290,medispan:C0011175
medispan:C2682291,medispan:C0011175
medispan:C2682296,medispan:C0011175
medispan:C2682299,medispan:C0011175
medispan:C2682357,medispan:C0011175
medispan:C2682411,medispan:C0011175
medispan:C2682751,medispan:C0011175
medispan:C2682752,medispan:C0011175
medispan:C2703045,medispan:C0011175
medispan:C2731310,medispan:C0011175
medispan:C2731679,medispan:C0011175
medispan:C2731690,medispan:C0011175
medispan:C2731691,medispan:C0011175
medispan:C2731693,medispan:C0011175
medispan:C2731694,medispan:C0011175
medispan:C2731695,medispan:C0011175
medispan:C2731696,medispan:C0011175
medispan:C2731697,medispan:C0011175
medispan:C2740064,medispan:C0011175
medispan:C2740072,medispan:C0011175
medispan:C2740096,medispan:C0011175
medispan:C2740100,medispan:C0011175
medispan:C2746504,medispan:C0011175
medispan:C2746509,medispan:C0011175
medispan:C2746514,medispan:C0011175
medispan:C0355015,medispan:C0011206
medispan:C0355448,medispan:C0011206
medispan:C0358428,medispan:C0011206
medispan:C0591006,medispan:C0011206
medispan:C0688235,medispan:C0011206
medispan:C0688236,medispan:C0011206
medispan:C0688237,medispan:C0011206
medispan:C0689908,medispan:C0011206
medispan:C0690437,medispan:C0011206
medispan:C0690438,medispan:C0011206
medispan:C0690439,medispan:C0011206
medispan:C0690642,medispan:C0011206
medispan:C0690643,medispan:C0011206
medispan:C0691076,medispan:C0011206
medispan:C0691084,medispan:C0011206
medispan:C0691085,medispan:C0011206
medispan:C0691088,medispan:C0011206
medispan:C0691089,medispan:C0011206
medispan:C0691094,medispan:C0011206
medispan:C0691095,medispan:C0011206
medispan:C0691098,medispan:C0011206
medispan:C0692334,medispan:C0011206
medispan:C0692685,medispan:C0011206
medispan:C0692691,medispan:C0011206
medispan:C0693721,medispan:C0011206
medispan:C0704942,medispan:C0011206
medispan:C0774375,medispan:C0011206
medispan:C0774376,medispan:C0011206
medispan:C0783434,medispan:C0011206
medispan:C0788803,medispan:C0011206
medispan:C0788814,medispan:C0011206
medispan:C0789192,medispan:C0011206
medispan:C0791728,medispan:C0011206
medispan:C0792575,medispan:C0011206
medispan:C0792576,medispan:C0011206
medispan:C0792577,medispan:C0011206
medispan:C0793407,medispan:C0011206
medispan:C0793792,medispan:C0011206
medispan:C0876575,medispan:C0011206
medispan:C0936176,medispan:C0011206
medispan:C0973747,medispan:C0011206
medispan:C0976556,medispan:C0011351
medispan:C0980546,medispan:C0011351
medispan:C0980549,medispan:C0011351
medispan:C0981593,medispan:C0011351
medispan:C0991714,medispan:C0011351
medispan:C1168668,medispan:C0011351
medispan:C1329045,medispan:C0011351
medispan:C0787126,medispan:C0011351
medispan:C0793248,medispan:C0011351
medispan:C0353587,medispan:C0011570
medispan:C0353588,medispan:C0011570
medispan:C0353589,medispan:C0011570
medispan:C0355015,medispan:C0011570
medispan:C0355200,medispan:C0011570
medispan:C0355201,medispan:C0011570
medispan:C0355240,medispan:C0011570
medispan:C0355494,medispan:C0011570
medispan:C0355523,medispan:C0011570
medispan:C0355683,medispan:C0011570
medispan:C0355684,medispan:C0011570
medispan:C0355685,medispan:C0011570
medispan:C0357438,medispan:C0011570
medispan:C0357439,medispan:C0011570
medispan:C0357483,medispan:C0011570
medispan:C0357526,medispan:C0011570
medispan:C0359601,medispan:C0011570
medispan:C0361134,medispan:C0011570
medispan:C0542867,medispan:C0011570
medispan:C0542905,medispan:C0011570
medispan:C0542923,medispan:C0011570
medispan:C0590559,medispan:C0011570
medispan:C0590946,medispan:C0011570
medispan:C0591006,medispan:C0011570
medispan:C0592721,medispan:C0011570
medispan:C0592857,medispan:C0011570
medispan:C0594395,medispan:C0011570
medispan:C0687936,medispan:C0011570
medispan:C0687971,medispan:C0011570
medispan:C0687973,medispan:C0011570
medispan:C0688000,medispan:C0011570
medispan:C0688001,medispan:C0011570
medispan:C0688003,medispan:C0011570
medispan:C0688235,medispan:C0011570
medispan:C0688236,medispan:C0011570
medispan:C0688237,medispan:C0011570
medispan:C0688241,medispan:C0011570
medispan:C0688242,medispan:C0011570
medispan:C0688243,medispan:C0011570
medispan:C0688370,medispan:C0011570
medispan:C0688371,medispan:C0011570
medispan:C0688372,medispan:C0011570
medispan:C0688373,medispan:C0011570
medispan:C0688374,medispan:C0011570
medispan:C0688375,medispan:C0011570
medispan:C0688618,medispan:C0011570
medispan:C0688621,medispan:C0011570
medispan:C0688627,medispan:C0011570
medispan:C0688807,medispan:C0011570
medispan:C0688836,medispan:C0011570
medispan:C0688837,medispan:C0011570
medispan:C0688838,medispan:C0011570
medispan:C0688855,medispan:C0011570
medispan:C0688856,medispan:C0011570
medispan:C0688929,medispan:C0011570
medispan:C0688930,medispan:C0011570
medispan:C0688931,medispan:C0011570
medispan:C0688932,medispan:C0011570
medispan:C0689017,medispan:C0011570
medispan:C0689018,medispan:C0011570
medispan:C0689030,medispan:C0011570
medispan:C0689137,medispan:C0011570
medispan:C0689139,medispan:C0011570
medispan:C0689141,medispan:C0011570
medispan:C0689144,medispan:C0011570
medispan:C0689204,medispan:C0011570
medispan:C0689206,medispan:C0011570
medispan:C0689293,medispan:C0011570
medispan:C0689294,medispan:C0011570
medispan:C0689306,medispan:C0011570
medispan:C0689307,medispan:C0011570
medispan:C0689308,medispan:C0011570
medispan:C0689442,medispan:C0011570
medispan:C0689443,medispan:C0011570
medispan:C0689451,medispan:C0011570
medispan:C0689568,medispan:C0011570
medispan:C0689569,medispan:C0011570
medispan:C0689571,medispan:C0011570
medispan:C0689659,medispan:C0011570
medispan:C0689665,medispan:C0011570
medispan:C0689669,medispan:C0011570
medispan:C0689676,medispan:C0011570
medispan:C0689679,medispan:C0011570
medispan:C0689752,medispan:C0011570
medispan:C0689754,medispan:C0011570
medispan:C0689865,medispan:C0011570
medispan:C0689867,medispan:C0011570
medispan:C0689868,medispan:C0011570
medispan:C0689908,medispan:C0011570
medispan:C0690254,medispan:C0011570
medispan:C0690255,medispan:C0011570
medispan:C0980268,medispan:C0011175
medispan:C0980269,medispan:C0011175
medispan:C0981487,medispan:C0011175
medispan:C0981491,medispan:C0011175
medispan:C0981498,medispan:C0011175
medispan:C0981499,medispan:C0011175
medispan:C0981600,medispan:C0011175
medispan:C0982732,medispan:C0011175
medispan:C0982762,medispan:C0011175
medispan:C0982805,medispan:C0011175
medispan:C0982878,medispan:C0011175
medispan:C0991715,medispan:C0011175
medispan:C0991718,medispan:C0011175
medispan:C0991745,medispan:C0011175
medispan:C0994900,medispan:C0011175
medispan:C1123026,medispan:C0011175
medispan:C1145744,medispan:C0011175
medispan:C1145745,medispan:C0011175
medispan:C1162245,medispan:C0011175
medispan:C1162832,medispan:C0011175
medispan:C1163826,medispan:C0011175
medispan:C1163827,medispan:C0011175
medispan:C1163828,medispan:C0011175
medispan:C1169893,medispan:C0011175
medispan:C1169894,medispan:C0011175
medispan:C1298422,medispan:C0011175
medispan:C1298429,medispan:C0011175
medispan:C1298430,medispan:C0011175
medispan:C1321198,medispan:C0011175
medispan:C1359608,medispan:C0011175
medispan:C1532473,medispan:C0011175
medispan:C1572652,medispan:C0011175
medispan:C1591462,medispan:C0011175
medispan:C1614131,medispan:C0011175
medispan:C1655853,medispan:C0011175
medispan:C1669130,medispan:C0011175
medispan:C1711909,medispan:C0011175
medispan:C1813017,medispan:C0011175
medispan:C1813175,medispan:C0011175
medispan:C2609583,medispan:C0011175
medispan:C2609585,medispan:C0011175
medispan:C2719311,medispan:C0011175
medispan:C2719318,medispan:C0011175
medispan:C2719323,medispan:C0011175
medispan:C2722341,medispan:C0011175
medispan:C2722344,medispan:C0011175
medispan:C2722346,medispan:C0011175
medispan:C2729798,medispan:C0011175
medispan:C2731298,medispan:C0011175
medispan:C2731777,medispan:C0011175
medispan:C2746499,medispan:C0011175
medispan:C2746506,medispan:C0011175
medispan:C2746511,medispan:C0011175
medispan:C2920421,medispan:C0011175
medispan:C2920422,medispan:C0011175
medispan:C0690991,medispan:C0011175
medispan:C0693095,medispan:C0011175
medispan:C0693096,medispan:C0011175
medispan:C0693700,medispan:C0011175
medispan:C0773693,medispan:C0011175
medispan:C0778330,medispan:C0011175
medispan:C0779912,medispan:C0011175
medispan:C0780444,medispan:C0011175
medispan:C0783516,medispan:C0011175
medispan:C0783517,medispan:C0011175
medispan:C0783521,medispan:C0011175
medispan:C0783522,medispan:C0011175
medispan:C0785534,medispan:C0011175
medispan:C0786226,medispan:C0011175
medispan:C0786247,medispan:C0011175
medispan:C0786297,medispan:C0011175
medispan:C0786301,medispan:C0011175
medispan:C0786303,medispan:C0011175
medispan:C0786304,medispan:C0011175
medispan:C0786306,medispan:C0011175
medispan:C0786308,medispan:C0011175
medispan:C0787341,medispan:C0011175
medispan:C0788086,medispan:C0011175
medispan:C0789808,medispan:C0011175
medispan:C0789812,medispan:C0011175
medispan:C0789814,medispan:C0011175
medispan:C0789821,medispan:C0011175
medispan:C0789823,medispan:C0011175
medispan:C0790263,medispan:C0011175
medispan:C0790453,medispan:C0011175
medispan:C0790459,medispan:C0011175
medispan:C0790828,medispan:C0011175
medispan:C0790829,medispan:C0011175
medispan:C0791055,medispan:C0011175
medispan:C0791056,medispan:C0011175
medispan:C0791057,medispan:C0011175
medispan:C0791058,medispan:C0011175
medispan:C0791059,medispan:C0011175
medispan:C0791060,medispan:C0011175
medispan:C0792020,medispan:C0011175
medispan:C0792030,medispan:C0011175
medispan:C0792092,medispan:C0011175
medispan:C0793103,medispan:C0011175
medispan:C0793164,medispan:C0011175
medispan:C0793737,medispan:C0011175
medispan:C0690427,medispan:C0011570
medispan:C0690436,medispan:C0011570
medispan:C0690437,medispan:C0011570
medispan:C0690438,medispan:C0011570
medispan:C0690439,medispan:C0011570
medispan:C0690527,medispan:C0011570
medispan:C0690529,medispan:C0011570
medispan:C0690530,medispan:C0011570
medispan:C0690531,medispan:C0011570
medispan:C0690532,medispan:C0011570
medispan:C0690534,medispan:C0011570
medispan:C0690605,medispan:C0011570
medispan:C0690606,medispan:C0011570
medispan:C0690607,medispan:C0011570
